name,url,remote_testing,adaptive_irt,test_types,test_types_list,category,test_types_full,inferred_roles,embedding_text
Count Out The Money,https://www.shl.com/products/product-catalog/view/count-out-the-money/,False,False,"K
S","['K', 'S']",Individual Test Solutions,"['Knowledge & Skills', 'Simulations']",['General'],"Assessment Name: Count Out The Money. Assessment Type: Knowledge & Skills, Simulations. Knowledge & Skills assessment: Technical and functional knowledge assessment. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
CSS3 (New),https://www.shl.com/products/product-catalog/view/css3-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: CSS3 (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Culinary Skills (New),https://www.shl.com/products/product-catalog/view/culinary-skills-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Culinary Skills (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Customer Service Phone Simulation,https://www.shl.com/products/product-catalog/view/customer-service-phone-simulation/,False,False,"B
S","['B', 'S']",Individual Test Solutions,"['Biodata & Situational Judgement', 'Simulations']",['Customer Support'],"Assessment Name: Customer Service Phone Simulation. Assessment Type: Biodata & Situational Judgement, Simulations. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as Customer Support"
Customer Service Phone Solution,https://www.shl.com/products/product-catalog/view/customer-service-phone-solution/,False,False,"B
P
S","['B', 'P', 'S']",Individual Test Solutions,"['Biodata & Situational Judgement', 'Personality & Behavior', 'Simulations']",['Customer Support'],"Assessment Name: Customer Service Phone Solution. Assessment Type: Biodata & Situational Judgement, Personality & Behavior, Simulations. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Personality & Behavior assessment: Personality traits, work style, and behavior. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as Customer Support"
Cyber Risk (New),https://www.shl.com/products/product-catalog/view/cyber-risk-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Cyber Risk (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Data Entry (New),https://www.shl.com/products/product-catalog/view/data-entry-new/,False,False,S,['S'],Individual Test Solutions,['Simulations'],['General'],Assessment Name: Data Entry (New). Assessment Type: Simulations. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General
Data Entry Alphanumeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Data Entry Alphanumeric Split Screen - US. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Data Entry Numeric Split Screen - US,https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Data Entry Numeric Split Screen - US. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Data Entry Ten Key Split Screen,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Data Entry Ten Key Split Screen. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Data Science (New),https://www.shl.com/products/product-catalog/view/data-science-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Data Science (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Data Warehousing Concepts,https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Data Warehousing Concepts. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Dependability and Safety Instrument (DSI),https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Dependability and Safety Instrument (DSI). Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Dermatology (New),https://www.shl.com/products/product-catalog/view/dermatology-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Dermatology (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Desktop Support (New),https://www.shl.com/products/product-catalog/view/desktop-support-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Desktop Support (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Digital Advertising (New),https://www.shl.com/products/product-catalog/view/digital-advertising-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Digital Advertising (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Digital Readiness Development Report - IC,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Digital Readiness Development Report - IC. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Digital Readiness Development Report - Manager,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],"['Manager', 'Team Lead']","Assessment Name: Digital Readiness Development Report - Manager. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Manager, Team Lead"
Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Docker (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Dojo (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Drupal (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: DSI v1.1 Interpretation Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Econometrics (New),https://www.shl.com/products/product-catalog/view/econometrics-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Econometrics (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Economics (New),https://www.shl.com/products/product-catalog/view/economics-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Economics (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Electrical and Electronics Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Electrical Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Electronics & Telecommunications Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Electronics and Embedded Systems Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Electronics and Semiconductor Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: English Comprehension (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: Enterprise Java Beans (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Enterprise Leadership Report 1.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Enterprise Leadership Report 2.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,False,False,"C
P","['C', 'P']",Individual Test Solutions,"['Competencies', 'Personality & Behavior']",['General'],"Assessment Name: Entry Level Cashier Solution. Assessment Type: Competencies, Personality & Behavior. Competencies assessment: Role-specific competencies and skills. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,False,False,"P
C","['P', 'C']",Individual Test Solutions,"['Personality & Behavior', 'Competencies']",['Customer Support'],"Assessment Name: Entry Level Customer Serv-Retail & Contact Center. Assessment Type: Personality & Behavior, Competencies. Personality & Behavior assessment: Personality traits, work style, and behavior. Competencies assessment: Role-specific competencies and skills. Suitable for roles such as Customer Support"
Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,False,False,"C
P","['C', 'P']",Individual Test Solutions,"['Competencies', 'Personality & Behavior']",['Customer Support'],"Assessment Name: Entry Level Customer Service (General) Solution. Assessment Type: Competencies, Personality & Behavior. Competencies assessment: Role-specific competencies and skills. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Customer Support"
Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,False,False,"C
P","['C', 'P']",Individual Test Solutions,"['Competencies', 'Personality & Behavior']",['General'],"Assessment Name: Entry Level Hotel Front Desk Solution. Assessment Type: Competencies, Personality & Behavior. Competencies assessment: Role-specific competencies and skills. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,False,False,"C
P","['C', 'P']",Individual Test Solutions,"['Competencies', 'Personality & Behavior']",['Sales Professional'],"Assessment Name: Entry Level Sales Solution. Assessment Type: Competencies, Personality & Behavior. Competencies assessment: Role-specific competencies and skills. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Sales Professional"
Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,False,False,"P
C","['P', 'C']",Individual Test Solutions,"['Personality & Behavior', 'Competencies']",['General'],"Assessment Name: Entry Level Technical Support Solution. Assessment Type: Personality & Behavior, Competencies. Personality & Behavior assessment: Personality traits, work style, and behavior. Competencies assessment: Role-specific competencies and skills. Suitable for roles such as General"
ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: ETL Testing (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],['General'],Assessment Name: Executive Scenarios. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as General
Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],['General'],Assessment Name: Executive Scenarios Narrative Report. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as General
Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],['General'],Assessment Name: Executive Scenarios Profile Report. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as General
ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: ExpressJS (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Filing - Names (R1). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Filing - Numbers. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Financial Accounting (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Financial and Banking Services (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Fire Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Following Instructions v1 - UK (R1). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Following Instructions v1 - US (R2). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Food and Beverage Services (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Food Science (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Front Office Management (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Fundamentals of Chemistry (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Fundamentals of Physics (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: General Diseases (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Geoinformatics Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Geoscience Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: GIT (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,False,False,"C
K","['C', 'K']",Individual Test Solutions,"['Competencies', 'Knowledge & Skills']",['General'],"Assessment Name: Global Skills Assessment. Assessment Type: Competencies, Knowledge & Skills. Competencies assessment: Role-specific competencies and skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General"
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],"['Graduate', 'Entry Level']","Assessment Name: Graduate Scenarios. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as Graduate, Entry Level"
Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],"['Graduate', 'Entry Level']","Assessment Name: Graduate Scenarios Narrative Report. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as Graduate, Entry Level"
Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,False,False,B,['B'],Individual Test Solutions,['Biodata & Situational Judgement'],"['Graduate', 'Entry Level']","Assessment Name: Graduate Scenarios Profile Report. Assessment Type: Biodata & Situational Judgement. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as Graduate, Entry Level"
Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Hibernate (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: HIPAA (Security). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,False,False,"C
P","['C', 'P']",Individual Test Solutions,"['Competencies', 'Personality & Behavior']",['General'],"Assessment Name: HiPo Assessment Report 1.0. Assessment Type: Competencies, Personality & Behavior. Competencies assessment: Role-specific competencies and skills. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,False,False,"C
P","['C', 'P']",Individual Test Solutions,"['Competencies', 'Personality & Behavior']",['General'],"Assessment Name: HiPo Assessment Report 2.0. Assessment Type: Competencies, Personality & Behavior. Competencies assessment: Role-specific competencies and skills. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,False,False,C,['C'],Individual Test Solutions,['Competencies'],['General'],Assessment Name: HiPo Unlocking Potential Report 2.0. Assessment Type: Competencies. Competencies assessment: Role-specific competencies and skills. Suitable for roles such as General
Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Housekeeping (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: HTML/CSS (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: HTML5 (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Human Resources (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: IBM DataStage (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: IBM Sterling Order Management System (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Industrial Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Informatica (Architecture) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Software Developer'],Assessment Name: Informatica (Developer) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Software Developer
Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Instrumentation Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Interpersonal Communications. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Interviewing and Hiring Concepts (U.S.). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: iOS Development (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
ITIL (IT Infrastructure Library) (New),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: ITIL (IT Infrastructure Library) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: Java 2 Platform Enterprise Edition 1.4 Fundamental. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Java Developer', 'Backend Engineer']","Assessment Name: Java 8 (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Java Developer, Backend Engineer"
